d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
21,bit-flip,0.085,6,7,50000,1481,43740.65121296095,GPA-4-5,150875
21,bit-flip,0.12,6,9,50000,12172,42366.49471954093,GPA-4-5,150871
21,bit-flip,0.12,6,7,50000,12232,43777.28957791196,GPA-4-5,150857
21,bit-flip,0.105,6,7,50000,6395,43797.82452595199,GPA-4-5,150863
21,bit-flip,0.11,6,8,50000,8330,43386.55112698802,GPA-4-5,150864
21,bit-flip,0.115,6,7,50000,10128,43862.43846222898,GPA-4-5,150877
21,bit-flip,0.095,6,9,50000,3369,42674.13644700195,GPA-4-5,150890
21,bit-flip,0.1,6,8,50000,4730,43610.28821128898,GPA-4-5,150879
21,bit-flip,0.085,6,9,50000,1413,42877.570857367944,GPA-4-5,150886
21,bit-flip,0.105,6,8,50000,6489,43774.31996896397,GPA-4-5,150870
21,bit-flip,0.1,6,9,50000,4772,43431.81020137097,GPA-4-5,150865
21,bit-flip,0.115,6,9,50000,10275,43839.08799132006,GPA-4-5,150881
21,bit-flip,0.105,6,9,50000,6321,44012.7228988749,GPA-4-5,150882
21,bit-flip,0.11,6,9,50000,8238,44100.03583334596,GPA-4-5,150880
21,bit-flip,0.1,6,10,50000,4801,42893.4080416651,GPA-4-5,150883
21,bit-flip,0.12,6,10,50000,12205,43037.96421032399,GPA-4-5,150891
21,bit-flip,0.095,6,10,50000,3352,43469.312086966005,GPA-4-5,150887
21,bit-flip,0.105,6,10,50000,6433,43563.92623133806,GPA-4-5,150900
21,bit-flip,0.08,6,10,50000,865,45125.407010974945,GPA-4-5,150874
21,bit-flip,0.085,6,10,50000,1428,43984.97355508106,GPA-4-5,150892
21,bit-flip,0.11,6,10,50000,8355,43907.75956735399,GPA-4-5,150896
21,bit-flip,0.09,6,10,50000,2250,44310.01701887406,GPA-4-5,150893
21,bit-flip,0.115,6,10,50000,10272,44606.69619367609,GPA-4-5,150878
21,bit-flip,0.11,6,11,50000,8161,42361.652138315025,GPA-4-5,150894
21,bit-flip,0.115,6,11,50000,10292,43054.5348123149,GPA-4-5,150901
21,bit-flip,0.09,6,11,50000,2260,43374.46035091195,GPA-4-5,150889
21,bit-flip,0.085,6,11,50000,1459,43494.31333465804,GPA-4-5,150902
21,bit-flip,0.08,6,11,50000,813,46592.00700140395,GPA-4-5,150903
21,bit-flip,0.12,6,11,50000,12244,43807.55859864899,GPA-4-5,150899
21,bit-flip,0.095,6,11,50000,3253,44201.69908444199,GPA-4-5,150906
21,bit-flip,0.1,6,11,50000,4800,44175.75200926303,GPA-4-5,150895
21,bit-flip,0.105,6,11,50000,6571,44705.304448226,GPA-4-5,150888
21,bit-flip,0.08,6,12,50000,807,44511.420034362935,GPA-4-5,150913
21,bit-flip,0.085,6,12,50000,1399,42040.011815142934,GPA-4-5,150898
21,bit-flip,0.09,6,12,50000,2212,43283.03126235597,GPA-4-5,150918
21,bit-flip,0.08,6,13,50000,810,42528.73287807102,GPA-4-5,150905
21,bit-flip,0.095,6,12,50000,3398,43788.81535638007,GPA-4-5,150914
21,bit-flip,0.11,6,12,50000,8250,43775.93811598106,GPA-4-5,150908
21,bit-flip,0.1,6,12,50000,4869,43998.69347389403,GPA-4-5,150919
21,bit-flip,0.105,6,12,50000,6409,44254.86757131491,GPA-4-5,150915
21,bit-flip,0.12,6,12,50000,12209,44630.37864834,GPA-4-5,150897
21,bit-flip,0.115,6,12,50000,10242,47171.82493586,GPA-4-5,150911
21,bit-flip,0.085,6,13,50000,1453,42918.295435887994,GPA-4-5,150909
21,bit-flip,0.09,6,13,50000,2320,42845.944802501006,GPA-4-5,150922
21,bit-flip,0.095,6,13,50000,3354,43378.047107703984,GPA-4-5,150907
21,bit-flip,0.1,6,13,50000,4654,43755.487755913986,GPA-4-5,150910
21,bit-flip,0.105,6,13,50000,6386,43922.54380187404,GPA-4-5,150912
21,bit-flip,0.11,6,13,50000,8260,44176.620242960984,GPA-4-5,150904
21,bit-flip,0.12,6,13,50000,12208,44166.72386189294,GPA-4-5,150916
21,bit-flip,0.115,6,13,50000,10291,44693.59545061202,GPA-4-5,150917
