d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
21,depolarize,0.16,6,0,500,20,409.7588466699235,GPA-4-5,2124920
21,depolarize,0.19,6,0,500,84,412.81230447103735,GPA-4-5,2124948
21,depolarize,0.165,6,0,500,34,413.8960313479183,GPA-4-5,2124924
21,depolarize,0.17,6,0,500,34,416.24632831208874,GPA-4-5,2124925
21,depolarize,0.175,6,0,500,59,417.4600047969725,GPA-4-5,2124934
21,depolarize,0.18,6,0,500,65,417.53630076302215,GPA-4-5,2124930
21,depolarize,0.185,6,0,500,79,418.77169180999044,GPA-4-5,2124935
21,depolarize,0.195,6,0,500,114,420.4690202749334,GPA-4-5,2124944
21,depolarize,0.2,6,0,500,132,425.29452389501967,GPA-4-5,2124941
21,depolarize,0.165,6,1,1000,84,823.4775082680862,GPA-4-5,2124958
21,depolarize,0.18,6,1,1000,124,824.9713069440331,GPA-4-5,2124949
21,depolarize,0.16,6,1,1000,39,828.3689308959292,GPA-4-5,2124939
21,depolarize,0.185,6,1,1000,150,832.7501779779559,GPA-4-5,2124953
21,depolarize,0.17,6,1,1000,84,838.6176450349158,GPA-4-5,2124954
21,depolarize,0.175,6,1,1000,120,842.7004181119846,GPA-4-5,2124960
21,depolarize,0.19,6,1,1000,188,844.3303416640265,GPA-4-5,2124952
21,depolarize,0.195,6,1,1000,218,849.0488167789299,GPA-4-5,2124950
21,depolarize,0.2,6,1,1000,239,855.764587067999,GPA-4-5,2124967
21,depolarize,0.165,6,2,2000,114,1645.2506310669705,GPA-4-5,2124945
21,depolarize,0.18,6,2,2000,261,1651.2148811190855,GPA-4-5,2124964
21,depolarize,0.185,6,2,2000,320,1660.1421443920117,GPA-4-5,2124942
21,depolarize,0.16,6,2,2000,95,1661.2790074599907,GPA-4-5,2124927
21,depolarize,0.175,6,2,2000,196,1668.8925038360758,GPA-4-5,2124923
21,depolarize,0.17,6,2,2000,141,1697.9334071310004,GPA-4-5,2124955
21,depolarize,0.2,6,2,2000,476,1709.9612696849508,GPA-4-5,2124982
21,depolarize,0.19,6,2,2000,374,1784.1902530959342,GPA-4-5,2124931
21,depolarize,0.195,6,2,2000,442,1786.5125285480171,GPA-4-5,2124929
21,depolarize,0.175,6,3,4000,427,3292.2631849239115,GPA-4-5,2124938
21,depolarize,0.165,6,3,4000,230,3304.455702763982,GPA-4-5,2124936
21,depolarize,0.185,6,3,4000,638,3340.9346844580723,GPA-4-5,2124966
21,depolarize,0.195,6,3,4000,824,3347.452034087968,GPA-4-5,2124943
21,depolarize,0.16,6,3,4000,201,3374.5989368789596,GPA-4-5,2124928
21,depolarize,0.19,6,3,4000,723,3374.908347781049,GPA-4-5,2124933
