d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
9,bit-flip,0.08,6,3,4000,213,1038.7704421663657,GPA-2-5,2690269
9,bit-flip,0.115,6,3,4000,719,1038.9941857270896,GPA-2-5,2690255
9,bit-flip,0.11,6,3,4000,625,1053.2309459364042,GPA-2-5,2690257
9,bit-flip,0.095,6,3,4000,372,1053.9847018755972,GPA-2-5,2690266
9,bit-flip,0.1,6,3,4000,454,1078.9850931866094,GPA-2-5,2690264
9,bit-flip,0.105,6,3,4000,563,1081.4997769892216,GPA-2-5,2690267
9,bit-flip,0.09,6,3,4000,349,1118.0301393447444,GPA-2-5,2690258
9,bit-flip,0.085,6,3,4000,273,1158.4503018967807,GPA-2-5,2690256
9,bit-flip,0.08,6,4,8000,410,2064.2568959658965,GPA-2-5,2690265
9,bit-flip,0.115,6,4,8000,1464,2072.5778293590993,GPA-2-5,2690268
9,bit-flip,0.1,6,4,8000,966,2075.3903005886823,GPA-2-5,2690278
9,bit-flip,0.09,6,4,8000,657,2078.983240665868,GPA-2-5,2690242
9,bit-flip,0.095,6,4,8000,818,2094.962904041633,GPA-2-5,2690261
9,bit-flip,0.11,6,4,8000,1285,2095.311439404264,GPA-2-5,2690262
9,bit-flip,0.105,6,4,8000,1134,2102.186925006099,GPA-2-5,2690260
9,bit-flip,0.12,6,4,8000,1694,2185.203015579842,GPA-2-5,2690275
9,bit-flip,0.085,6,4,8000,534,2300.5674312775955,GPA-2-5,2690270
9,bit-flip,0.105,6,5,16000,2164,4091.9391227168962,GPA-2-5,2690286
9,bit-flip,0.1,6,5,16000,1972,4146.675203451887,GPA-2-5,2690289
9,bit-flip,0.115,6,5,16000,2983,4193.07327257283,GPA-2-5,2690285
9,bit-flip,0.095,6,5,16000,1617,4238.7754937643185,GPA-2-5,2690281
9,bit-flip,0.085,6,5,16000,1039,4248.872177439742,GPA-2-5,2690273
9,bit-flip,0.08,6,5,16000,814,4270.245625342242,GPA-2-5,2690274
9,bit-flip,0.09,6,5,16000,1348,4288.065274991095,GPA-2-5,2690288
9,bit-flip,0.12,6,5,16000,3325,4346.200953146443,GPA-2-5,2690271
9,bit-flip,0.11,6,5,16000,2606,4547.262366724201,GPA-2-5,2690291
9,bit-flip,0.095,6,6,32000,3229,8403.488854844123,GPA-2-5,2690283
9,bit-flip,0.1,6,6,32000,3809,8500.35832859017,GPA-2-5,2690290
9,bit-flip,0.08,6,6,32000,1663,8532.525487801991,GPA-2-5,2690287
9,bit-flip,0.12,6,6,32000,6531,8563.807769230567,GPA-2-5,2690276
9,bit-flip,0.105,6,6,32000,4545,8573.161581243388,GPA-2-5,2690284
9,bit-flip,0.09,6,6,32000,2625,8742.696264161728,GPA-2-5,2690282
9,bit-flip,0.115,6,6,32000,5851,8975.297122132964,GPA-2-5,2690292
9,bit-flip,0.085,6,6,32000,2028,9048.656199998222,GPA-2-5,2690280
9,bit-flip,0.11,6,6,32000,5229,9295.041724565439,GPA-2-5,2690277
9,bit-flip,0.11,6,7,50000,8140,13200.418488836847,GPA-2-5,2690236
9,bit-flip,0.1,6,7,50000,6054,13222.61094995495,GPA-2-5,2690232
9,bit-flip,0.115,6,7,50000,9147,13225.623476074077,GPA-2-5,2690234
9,bit-flip,0.085,6,7,50000,3362,13298.715696888044,GPA-2-5,2690227
9,bit-flip,0.08,6,7,50000,2572,13461.952590601519,GPA-2-5,2690279
9,bit-flip,0.095,6,7,50000,5000,13429.65731588006,GPA-2-5,2690230
9,bit-flip,0.115,6,8,50000,9214,13351.946314072236,GPA-2-5,2690235
9,bit-flip,0.09,6,8,50000,4213,13452.092382986099,GPA-2-5,2690241
9,bit-flip,0.085,6,8,50000,3358,13497.714394294657,GPA-2-5,2690249
9,bit-flip,0.105,6,8,50000,7084,13514.060046407394,GPA-2-5,2690250
9,bit-flip,0.1,6,8,50000,5911,13565.037027697079,GPA-2-5,2690253
9,bit-flip,0.095,6,8,50000,4989,13578.174829525873,GPA-2-5,2690240
9,bit-flip,0.115,6,9,50000,9159,13307.894149104133,GPA-2-5,2690252
9,bit-flip,0.09,6,7,50000,4068,13740.727443831973,GPA-2-5,2690237
9,bit-flip,0.11,6,8,50000,8179,13682.038872885518,GPA-2-5,2690248
9,bit-flip,0.105,6,7,50000,7069,13819.145581522956,GPA-2-5,2690233
9,bit-flip,0.085,6,9,50000,3301,13549.454545998946,GPA-2-5,2690243
9,bit-flip,0.08,6,10,50000,2647,13602.26495709829,GPA-2-5,2690251
9,bit-flip,0.105,6,9,50000,6993,13634.600925634615,GPA-2-5,2690247
9,bit-flip,0.11,6,9,50000,8080,13647.055247279815,GPA-2-5,2690259
9,bit-flip,0.1,6,9,50000,5950,13721.513536966406,GPA-2-5,2690263
9,bit-flip,0.12,6,7,50000,10251,14160.926723121665,GPA-2-5,2690239
9,bit-flip,0.095,6,10,50000,4994,13302.959695305675,GPA-2-5,2690255
9,bit-flip,0.09,6,9,50000,4040,13844.378133598715,GPA-2-5,2690244
9,bit-flip,0.09,6,10,50000,3995,13371.469660986215,GPA-2-5,2690269
9,bit-flip,0.105,6,10,50000,7104,13421.407586272806,GPA-2-5,2690266
9,bit-flip,0.1,6,10,50000,6059,13443.158682600595,GPA-2-5,2690257
9,bit-flip,0.08,6,8,50000,2591,14397.943020362407,GPA-2-5,2690231
9,bit-flip,0.08,6,9,50000,2641,14333.583860050887,GPA-2-5,2690246
9,bit-flip,0.12,6,8,50000,10351,14409.54712914396,GPA-2-5,2690238
9,bit-flip,0.115,6,10,50000,9263,13615.621075636707,GPA-2-5,2690267
9,bit-flip,0.085,6,10,50000,3416,13787.540244938806,GPA-2-5,2690272
9,bit-flip,0.12,6,9,50000,10183,14457.818867653608,GPA-2-5,2690245
9,bit-flip,0.12,6,10,50000,10341,13915.114646670409,GPA-2-5,2690258
9,bit-flip,0.095,6,9,50000,5042,14612.423021263443,GPA-2-5,2690254
9,bit-flip,0.095,6,11,50000,5052,13154.960373662412,GPA-2-5,2690278
9,bit-flip,0.09,6,11,50000,3990,13292.542963190936,GPA-2-5,2690268
9,bit-flip,0.1,6,11,50000,5905,13339.594805878587,GPA-2-5,2690242
9,bit-flip,0.085,6,11,50000,3251,13370.156592617743,GPA-2-5,2690265
9,bit-flip,0.105,6,11,50000,7057,13409.144819047302,GPA-2-5,2690261
9,bit-flip,0.11,6,11,50000,8137,13448.155752157792,GPA-2-5,2690262
9,bit-flip,0.115,6,11,50000,9308,13517.875712281093,GPA-2-5,2690260
9,bit-flip,0.08,6,12,50000,2522,13443.959267035127,GPA-2-5,2690270
9,bit-flip,0.11,6,10,50000,7999,14690.400799090974,GPA-2-5,2690264
9,bit-flip,0.12,6,11,50000,10398,13820.408197185025,GPA-2-5,2690275
9,bit-flip,0.08,6,11,50000,2585,14972.614552712068,GPA-2-5,2690256
9,bit-flip,0.09,6,12,50000,4221,13325.22396648582,GPA-2-5,2690289
9,bit-flip,0.105,6,12,50000,6891,13273.755172887817,GPA-2-5,2690273
9,bit-flip,0.11,6,12,50000,7932,13298.299146244302,GPA-2-5,2690274
9,bit-flip,0.1,6,12,50000,5938,13336.542797076516,GPA-2-5,2690281
9,bit-flip,0.115,6,12,50000,9355,13423.840908078477,GPA-2-5,2690288
9,bit-flip,0.085,6,12,50000,3292,13869.55294866208,GPA-2-5,2690286
9,bit-flip,0.095,6,12,50000,5006,13899.401367819868,GPA-2-5,2690285
9,bit-flip,0.12,6,12,50000,10149,15139.43104447145,GPA-2-5,2690271
9,bit-flip,0.08,6,13,50000,2641,15776.673659952357,GPA-2-5,2690291
9,bit-flip,0.09,6,13,50000,4021,13598.58883754909,GPA-2-5,2690290
9,bit-flip,0.1,6,13,50000,5872,13650.850664108992,GPA-2-5,2690276
9,bit-flip,0.085,6,13,50000,3323,13883.618361867033,GPA-2-5,2690283
9,bit-flip,0.11,6,13,50000,8142,13603.206630153582,GPA-2-5,2690282
9,bit-flip,0.095,6,13,50000,5006,14004.681584303267,GPA-2-5,2690287
9,bit-flip,0.115,6,13,50000,9184,13635.868943218142,GPA-2-5,2690292
9,bit-flip,0.105,6,13,50000,6974,14113.494343935512,GPA-2-5,2690284
9,bit-flip,0.12,6,13,50000,10447,14912.771587632596,GPA-2-5,2690280
9,bit-flip,0.08,6,14,50000,2614,15051.866798040457,GPA-2-5,2690277
9,bit-flip,0.09,6,14,50000,4236,13166.736730262637,GPA-2-5,2690232
9,bit-flip,0.1,6,14,50000,6191,13265.871144757606,GPA-2-5,2690227
9,bit-flip,0.105,6,14,50000,7042,13393.146911508404,GPA-2-5,2690279
9,bit-flip,0.095,6,14,50000,4997,13532.96241456829,GPA-2-5,2690234
9,bit-flip,0.11,6,14,50000,8148,13346.98363554664,GPA-2-5,2690230
9,bit-flip,0.085,6,14,50000,3229,13583.565128916875,GPA-2-5,2690236
9,bit-flip,0.12,6,14,50000,10277,13442.621585649438,GPA-2-5,2690241
9,bit-flip,0.115,6,14,50000,9208,13593.701754875481,GPA-2-5,2690235
9,bit-flip,0.11,6,15,50000,8252,13486.338620545343,GPA-2-5,2690248
9,bit-flip,0.12,6,15,50000,10400,13402.281061127782,GPA-2-5,2690243
9,bit-flip,0.105,6,15,50000,7081,13624.904963786714,GPA-2-5,2690237
9,bit-flip,0.08,6,15,50000,2583,13748.64718621783,GPA-2-5,2690249
9,bit-flip,0.09,6,15,50000,4174,13718.930759968236,GPA-2-5,2690253
9,bit-flip,0.095,6,15,50000,5005,13723.04557561595,GPA-2-5,2690240
9,bit-flip,0.105,6,16,50000,6997,13278.536053646356,GPA-2-5,2690255
9,bit-flip,0.08,6,16,50000,2661,13477.471381306648,GPA-2-5,2690251
9,bit-flip,0.115,6,16,50000,9209,13277.022736706771,GPA-2-5,2690269
9,bit-flip,0.085,6,15,50000,3304,13930.80009108875,GPA-2-5,2690250
9,bit-flip,0.12,6,16,50000,10497,13316.829838173464,GPA-2-5,2690266
9,bit-flip,0.1,6,15,50000,5999,14018.618762571365,GPA-2-5,2690252
9,bit-flip,0.085,6,16,50000,3281,13739.22399369441,GPA-2-5,2690247
9,bit-flip,0.08,6,17,50000,2644,13428.45709372405,GPA-2-5,2690257
9,bit-flip,0.09,6,16,50000,4140,13786.534263262525,GPA-2-5,2690259
9,bit-flip,0.095,6,16,50000,5065,13828.308848856948,GPA-2-5,2690263
9,bit-flip,0.11,6,16,50000,8157,13717.130394645967,GPA-2-5,2690244
9,bit-flip,0.1,6,16,50000,5848,13807.069438149221,GPA-2-5,2690239
9,bit-flip,0.1,6,17,50000,6034,13466.641376532614,GPA-2-5,2690267
9,bit-flip,0.115,6,15,50000,9071,14229.76615464501,GPA-2-5,2690233
9,bit-flip,0.095,6,18,50000,5043,13087.684420173988,GPA-2-5,2690278
9,bit-flip,0.105,6,17,50000,7039,13518.08467407804,GPA-2-5,2690272
9,bit-flip,0.1,6,18,50000,5969,13167.132522951812,GPA-2-5,2690268
9,bit-flip,0.08,6,19,50000,2609,13178.721510048024,GPA-2-5,2690242
9,bit-flip,0.085,6,17,50000,3325,14078.197068494745,GPA-2-5,2690231
9,bit-flip,0.09,6,19,50000,4118,13228.224616516382,GPA-2-5,2690261
9,bit-flip,0.09,6,17,50000,4192,14140.36830707267,GPA-2-5,2690246
9,bit-flip,0.095,6,19,50000,5054,13231.402016130276,GPA-2-5,2690262
9,bit-flip,0.08,6,20,50000,2613,13188.403831635602,GPA-2-5,2690260
9,bit-flip,0.095,6,17,50000,5077,14162.802498140372,GPA-2-5,2690238
9,bit-flip,0.085,6,19,50000,3345,13468.979339652695,GPA-2-5,2690265
9,bit-flip,0.085,6,18,50000,3233,13915.81028221082,GPA-2-5,2690258
9,bit-flip,0.085,6,21,50000,3324,13216.291177980602,GPA-2-5,2690275
9,bit-flip,0.08,6,18,50000,2599,14297.816492760554,GPA-2-5,2690245
9,bit-flip,0.08,6,21,50000,2645,13676.32584228646,GPA-2-5,2690264
9,bit-flip,0.085,6,20,50000,3377,13785.447318932042,GPA-2-5,2690270
9,bit-flip,0.08,6,22,50000,2616,13454.748951401561,GPA-2-5,2690256
9,bit-flip,0.09,6,18,50000,4144,14730.078726874664,GPA-2-5,2690254
9,bit-flip,0.08,6,23,50000,2626,12860.523269487545,GPA-2-5,2690289
9,bit-flip,0.08,6,24,50000,2609,12867.764183431864,GPA-2-5,2690273
9,bit-flip,0.08,6,26,50000,2530,12900.152189954184,GPA-2-5,2690281
9,bit-flip,0.08,6,27,50000,2609,13002.638436288573,GPA-2-5,2690288
9,bit-flip,0.08,6,25,50000,2596,13269.56805468537,GPA-2-5,2690274
