d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
13,bit-flip,0.08,6,7,50000,1814,13796.533579157083,GPA-4-9,1747954
13,bit-flip,0.095,6,8,50000,4375,13559.358681373997,GPA-4-9,1747917
13,bit-flip,0.095,6,7,50000,4346,13697.32372696104,GPA-4-9,1747903
13,bit-flip,0.09,6,8,50000,3283,13602.379405574058,GPA-4-9,1747916
13,bit-flip,0.105,6,8,50000,6857,13639.023594608996,GPA-4-9,1747908
13,bit-flip,0.1,6,7,50000,5458,13809.350525086978,GPA-4-9,1747898
13,bit-flip,0.11,6,8,50000,8113,13719.442293437896,GPA-4-9,1747910
13,bit-flip,0.12,6,8,50000,11069,13726.318538417923,GPA-4-9,1747902
13,bit-flip,0.08,6,9,50000,1788,13739.268195739016,GPA-4-9,1747900
13,bit-flip,0.12,6,7,50000,10910,13895.715075326036,GPA-4-9,1747901
13,bit-flip,0.08,6,8,50000,1844,13932.956220514025,GPA-4-9,1747896
13,bit-flip,0.085,6,8,50000,2474,13812.168679547962,GPA-4-9,1747921
13,bit-flip,0.1,6,8,50000,5422,13830.031468467088,GPA-4-9,1747897
13,bit-flip,0.105,6,7,50000,6864,13998.364139682963,GPA-4-9,1747892
13,bit-flip,0.085,6,9,50000,2517,13674.148644637084,GPA-4-9,1747919
13,bit-flip,0.09,6,9,50000,3402,13675.076639708946,GPA-4-9,1747912
13,bit-flip,0.105,6,9,50000,6784,13689.125078747049,GPA-4-9,1747911
13,bit-flip,0.115,6,7,50000,9591,14114.47176969098,GPA-4-9,1747894
13,bit-flip,0.1,6,9,50000,5512,13839.19231765403,GPA-4-9,1747920
13,bit-flip,0.11,6,9,50000,8101,13853.904284435092,GPA-4-9,1747930
13,bit-flip,0.115,6,8,50000,9646,14168.599068296026,GPA-4-9,1747905
13,bit-flip,0.095,6,9,50000,4311,13900.193693215027,GPA-4-9,1747914
13,bit-flip,0.12,6,9,50000,10984,13890.132370947045,GPA-4-9,1747915
13,bit-flip,0.08,6,10,50000,1763,13997.52836274309,GPA-4-9,1747907
13,bit-flip,0.115,6,9,50000,9500,14064.245897267014,GPA-4-9,1747925
13,bit-flip,0.12,6,10,50000,10990,13577.605661876034,GPA-4-9,1747918
13,bit-flip,0.09,6,10,50000,3333,13643.35534062807,GPA-4-9,1747931
13,bit-flip,0.095,6,10,50000,4274,13643.333966075093,GPA-4-9,1747904
13,bit-flip,0.105,6,10,50000,6877,13775.116262794007,GPA-4-9,1747909
13,bit-flip,0.11,6,10,50000,8005,13827.354729176965,GPA-4-9,1747922
13,bit-flip,0.085,6,10,50000,2451,13868.021087664994,GPA-4-9,1747924
13,bit-flip,0.08,6,11,50000,1772,13843.596280558035,GPA-4-9,1747906
13,bit-flip,0.1,6,10,50000,5455,13893.407230379991,GPA-4-9,1747899
13,bit-flip,0.115,6,10,50000,9601,14214.97629645397,GPA-4-9,1747928
13,bit-flip,0.095,6,11,50000,4391,13633.877737294999,GPA-4-9,1747934
13,bit-flip,0.085,6,11,50000,2536,13667.135850743973,GPA-4-9,1747944
13,bit-flip,0.09,6,11,50000,3350,13746.587056769058,GPA-4-9,1747913
13,bit-flip,0.115,6,11,50000,9578,13723.005458046915,GPA-4-9,1747940
13,bit-flip,0.1,6,11,50000,5636,13856.411558225984,GPA-4-9,1747929
13,bit-flip,0.12,6,11,50000,10961,13890.979757406982,GPA-4-9,1747938
13,bit-flip,0.11,6,11,50000,8092,13925.744341087993,GPA-4-9,1747923
13,bit-flip,0.105,6,11,50000,6675,14061.239664423978,GPA-4-9,1747935
13,bit-flip,0.08,6,12,50000,1799,14179.421961343964,GPA-4-9,1747926
13,bit-flip,0.09,6,12,50000,3398,13428.178515610984,GPA-4-9,1747939
13,bit-flip,0.1,6,12,50000,5597,13565.25690049294,GPA-4-9,1747943
13,bit-flip,0.085,6,12,50000,2559,13607.07315477694,GPA-4-9,1747937
13,bit-flip,0.095,6,12,50000,4328,13604.223331051995,GPA-4-9,1747927
13,bit-flip,0.115,6,12,50000,9622,13626.182707967935,GPA-4-9,1747946
13,bit-flip,0.11,6,12,50000,8113,13791.360542943934,GPA-4-9,1747932
13,bit-flip,0.105,6,12,50000,6697,13858.480553050991,GPA-4-9,1747951
13,bit-flip,0.08,6,13,50000,1818,14096.594854602008,GPA-4-9,1747952
13,bit-flip,0.12,6,12,50000,10919,14198.513527551899,GPA-4-9,1747941
13,bit-flip,0.1,6,13,50000,5477,13500.760311653954,GPA-4-9,1747948
13,bit-flip,0.085,6,13,50000,2435,13689.596238708938,GPA-4-9,1747950
13,bit-flip,0.09,6,13,50000,3264,13671.708671991946,GPA-4-9,1747945
13,bit-flip,0.095,6,13,50000,4365,13677.401285916916,GPA-4-9,1747933
13,bit-flip,0.105,6,13,50000,6855,13744.149526461959,GPA-4-9,1747949
13,bit-flip,0.12,6,13,50000,11094,13840.962810302968,GPA-4-9,1747947
13,bit-flip,0.11,6,13,50000,8131,13915.827525355038,GPA-4-9,1747953
13,bit-flip,0.115,6,13,50000,9525,14040.917357219965,GPA-4-9,1747936
13,bit-flip,0.08,6,14,50000,1732,14013.516043427051,GPA-4-9,1747942
13,bit-flip,0.115,6,14,50000,9553,13386.190519613097,GPA-4-9,1747916
13,bit-flip,0.085,6,14,50000,2523,13684.058816613979,GPA-4-9,1747889
13,bit-flip,0.105,6,14,50000,6735,13517.569056459004,GPA-4-9,1747917
13,bit-flip,0.09,6,14,50000,3466,13600.774239645922,GPA-4-9,1747893
13,bit-flip,0.11,6,14,50000,8167,13562.929215762066,GPA-4-9,1747903
13,bit-flip,0.12,6,14,50000,11092,13575.651430067024,GPA-4-9,1747908
13,bit-flip,0.095,6,14,50000,4375,13729.35564029892,GPA-4-9,1747895
13,bit-flip,0.1,6,14,50000,5594,13748.53855485993,GPA-4-9,1747954
13,bit-flip,0.085,6,15,50000,2440,13576.530677224975,GPA-4-9,1747910
13,bit-flip,0.08,6,15,50000,1810,13637.103426655056,GPA-4-9,1747898
13,bit-flip,0.09,6,15,50000,3326,13669.747247106978,GPA-4-9,1747902
13,bit-flip,0.115,6,15,50000,9499,13592.184767174069,GPA-4-9,1747897
13,bit-flip,0.095,6,15,50000,4470,13686.049604536034,GPA-4-9,1747900
13,bit-flip,0.08,6,16,50000,1792,13509.552868598024,GPA-4-9,1747919
13,bit-flip,0.085,6,16,50000,2591,13539.366628617048,GPA-4-9,1747912
13,bit-flip,0.11,6,15,50000,8298,13887.033302769996,GPA-4-9,1747921
13,bit-flip,0.1,6,15,50000,5439,13982.667906284914,GPA-4-9,1747901
13,bit-flip,0.09,6,16,50000,3334,13843.797024008003,GPA-4-9,1747911
13,bit-flip,0.105,6,15,50000,6709,14012.173820232973,GPA-4-9,1747896
13,bit-flip,0.105,6,16,50000,6774,13684.874412806006,GPA-4-9,1747930
13,bit-flip,0.12,6,15,50000,11046,13966.425436874968,GPA-4-9,1747892
13,bit-flip,0.115,6,16,50000,9486,13703.979253257043,GPA-4-9,1747914
13,bit-flip,0.095,6,16,50000,4380,13900.092960861046,GPA-4-9,1747894
13,bit-flip,0.1,6,16,50000,5517,13785.836638267967,GPA-4-9,1747920
13,bit-flip,0.09,6,17,50000,3311,13508.87822860002,GPA-4-9,1747918
13,bit-flip,0.085,6,17,50000,2525,13670.89152900502,GPA-4-9,1747925
13,bit-flip,0.08,6,17,50000,1779,13721.786479890929,GPA-4-9,1747907
13,bit-flip,0.095,6,17,50000,4374,13617.436815997935,GPA-4-9,1747931
13,bit-flip,0.12,6,16,50000,11100,13924.794538657996,GPA-4-9,1747915
13,bit-flip,0.1,6,17,50000,5479,13715.455099118059,GPA-4-9,1747904
13,bit-flip,0.11,6,16,50000,8074,14061.589152746019,GPA-4-9,1747905
13,bit-flip,0.085,6,18,50000,2520,13601.748860770953,GPA-4-9,1747899
13,bit-flip,0.11,6,17,50000,8185,13735.415281457012,GPA-4-9,1747909
13,bit-flip,0.115,6,17,50000,9567,13774.199650952942,GPA-4-9,1747922
13,bit-flip,0.08,6,18,50000,1815,13742.846228683018,GPA-4-9,1747906
13,bit-flip,0.12,6,17,50000,11114,13781.024301358033,GPA-4-9,1747924
13,bit-flip,0.09,6,18,50000,3491,14001.717065635952,GPA-4-9,1747928
13,bit-flip,0.1,6,18,50000,5534,13515.446223156061,GPA-4-9,1747944
13,bit-flip,0.08,6,19,50000,1729,13445.032117653987,GPA-4-9,1747913
13,bit-flip,0.095,6,18,50000,4301,13584.721736436011,GPA-4-9,1747934
13,bit-flip,0.085,6,19,50000,2532,13724.989463011036,GPA-4-9,1747940
13,bit-flip,0.09,6,19,50000,3266,13749.487484847079,GPA-4-9,1747929
13,bit-flip,0.085,6,20,50000,2577,13664.281016255962,GPA-4-9,1747923
13,bit-flip,0.08,6,20,50000,1834,13890.074342636042,GPA-4-9,1747938
13,bit-flip,0.09,6,20,50000,3473,13800.700325013022,GPA-4-9,1747935
13,bit-flip,0.08,6,21,50000,1814,14016.153714388958,GPA-4-9,1747926
13,bit-flip,0.085,6,21,50000,2503,13602.731263316935,GPA-4-9,1747939
13,bit-flip,0.08,6,22,50000,1767,13592.72515469289,GPA-4-9,1747943
13,bit-flip,0.085,6,23,50000,2471,13464.532075294992,GPA-4-9,1747946
13,bit-flip,0.08,6,23,50000,1772,13687.158056515036,GPA-4-9,1747927
13,bit-flip,0.085,6,22,50000,2437,13719.552136924933,GPA-4-9,1747937
