d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
17,depolarize,0.165,6,0,500,39,639.629086650908,GPA-2-21,3145843
17,depolarize,0.185,6,0,500,65,642.4102214463055,GPA-2-21,3145846
17,depolarize,0.17,6,0,500,52,643.7029309021309,GPA-2-21,3145845
17,depolarize,0.16,6,0,500,29,645.084426254034,GPA-2-21,3145853
17,depolarize,0.18,6,0,500,65,650.1499791555107,GPA-2-21,3145840
17,depolarize,0.175,6,0,500,62,652.8113729069009,GPA-2-21,3145851
17,depolarize,0.19,6,0,500,80,653.9304544962943,GPA-2-21,3145847
17,depolarize,0.195,6,0,500,114,655.6150210183114,GPA-2-21,3145844
17,depolarize,0.2,6,0,500,121,667.4507651012391,GPA-2-21,3145848
17,depolarize,0.175,6,1,1000,98,1146.4228596659377,GPA-2-21,3145864
17,depolarize,0.18,6,1,1000,125,1149.7298349728808,GPA-2-21,3145857
17,depolarize,0.165,6,1,1000,71,1153.2650128807873,GPA-2-21,3145860
17,depolarize,0.16,6,1,1000,48,1277.12922988832,GPA-2-21,3145859
17,depolarize,0.185,6,1,1000,156,1297.0346566457301,GPA-2-21,3145849
17,depolarize,0.17,6,1,1000,91,1299.6204314464703,GPA-2-21,3145850
17,depolarize,0.2,6,1,1000,231,1300.1475684279576,GPA-2-21,3145870
17,depolarize,0.19,6,1,1000,191,1305.914765345864,GPA-2-21,3145858
17,depolarize,0.195,6,1,1000,186,1308.7581106545404,GPA-2-21,3145862
17,depolarize,0.165,6,2,2000,137,2269.842247949913,GPA-2-21,3145871
17,depolarize,0.18,6,2,2000,242,2565.765634028241,GPA-2-21,3145854
17,depolarize,0.16,6,2,2000,111,2567.952501262538,GPA-2-21,3145866
17,depolarize,0.19,6,2,2000,352,2580.122533873655,GPA-2-21,3145872
17,depolarize,0.185,6,2,2000,288,2593.2031763922423,GPA-2-21,3145882
17,depolarize,0.175,6,2,2000,224,2593.4416963355616,GPA-2-21,3145856
17,depolarize,0.195,6,2,2000,389,2600.0648338608444,GPA-2-21,3145863
17,depolarize,0.17,6,2,2000,160,2618.374685632065,GPA-2-21,3145865
17,depolarize,0.2,6,2,2000,451,2654.4576125806198,GPA-2-21,3145879
17,depolarize,0.18,6,3,4000,524,4542.85502588097,GPA-2-21,3145890
17,depolarize,0.175,6,3,4000,449,4568.565983620472,GPA-2-21,3145855
17,depolarize,0.17,6,3,4000,340,5146.178274752572,GPA-2-21,3145867
17,depolarize,0.2,6,3,4000,919,5156.5828292118385,GPA-2-21,3145877
17,depolarize,0.16,6,3,4000,255,5164.224166580476,GPA-2-21,3145873
17,depolarize,0.165,6,3,4000,282,5191.278025829233,GPA-2-21,3145875
17,depolarize,0.195,6,3,4000,848,5195.132643622346,GPA-2-21,3145868
17,depolarize,0.185,6,3,4000,582,5210.9872474567965,GPA-2-21,3145892
17,depolarize,0.19,6,3,4000,691,5229.287595918402,GPA-2-21,3145883
17,depolarize,0.17,6,4,8000,688,9203.147247926332,GPA-2-21,3145891
17,depolarize,0.16,6,4,8000,475,10327.456571275368,GPA-2-21,3145852
17,depolarize,0.195,6,4,8000,1551,10341.645904454403,GPA-2-21,3145884
17,depolarize,0.165,6,4,8000,577,10344.834655954503,GPA-2-21,3145881
17,depolarize,0.175,6,4,8000,879,10362.505459696054,GPA-2-21,3145894
17,depolarize,0.19,6,4,8000,1452,10384.835588048212,GPA-2-21,3145880
17,depolarize,0.18,6,4,8000,1040,10428.056058859453,GPA-2-21,3145893
17,depolarize,0.2,6,4,8000,1858,10442.546087255701,GPA-2-21,3145869
17,depolarize,0.185,6,4,8000,1232,10497.404085903428,GPA-2-21,3145878
17,depolarize,0.185,6,5,16000,2448,19256.391412543133,GPA-2-21,3145876
17,depolarize,0.16,6,5,16000,928,19563.761327079497,GPA-2-21,3145901
17,depolarize,0.18,6,5,16000,2058,20439.960738230497,GPA-2-21,3145887
17,depolarize,0.175,6,5,16000,1687,20505.95029962808,GPA-2-21,3145902
17,depolarize,0.165,6,5,16000,1138,20709.377667979337,GPA-2-21,3145903
17,depolarize,0.2,6,5,16000,3572,20750.6283034198,GPA-2-21,3145885
17,depolarize,0.17,6,5,16000,1434,20823.280987947248,GPA-2-21,3145888
17,depolarize,0.19,6,5,16000,2852,20840.497962485068,GPA-2-21,3145889
17,depolarize,0.195,6,5,16000,3218,20876.634181806818,GPA-2-21,3145886
17,depolarize,0.16,6,6,32000,1763,40615.5159440618,GPA-2-21,3145897
17,depolarize,0.17,6,6,32000,2891,40967.69745149184,GPA-2-21,3145899
17,depolarize,0.195,6,6,32000,6404,41016.810489770956,GPA-2-21,3145898
17,depolarize,0.19,6,6,32000,5739,41171.73806254566,GPA-2-21,3145874
17,depolarize,0.185,6,6,32000,4955,41391.83217442967,GPA-2-21,3145904
17,depolarize,0.165,6,6,32000,2176,41440.38178080227,GPA-2-21,3145861
17,depolarize,0.18,6,6,32000,4202,41678.87403435353,GPA-2-21,3145895
17,depolarize,0.175,6,6,32000,3493,41751.53702401277,GPA-2-21,3145896
17,depolarize,0.2,6,6,32000,7490,41946.22497870959,GPA-2-21,3145900
17,depolarize,0.17,6,8,50000,4400,58491.912206850946,GPA-2-21,3145857
17,depolarize,0.18,6,7,50000,6488,59770.85688421223,GPA-2-21,3145853
17,depolarize,0.175,6,8,50000,5424,59658.65245766379,GPA-2-21,3145860
17,depolarize,0.165,6,9,50000,3569,59302.53618162591,GPA-2-21,3145871
17,depolarize,0.17,6,10,50000,4402,58446.6426413795,GPA-2-21,3145855
17,depolarize,0.16,6,7,50000,2805,63140.376153828576,GPA-2-21,3145905
17,depolarize,0.19,6,8,50000,8859,62155.29383902904,GPA-2-21,3145850
17,depolarize,0.195,6,9,50000,10102,60916.34885282349,GPA-2-21,3145863
17,depolarize,0.165,6,10,50000,3532,58987.37340571731,GPA-2-21,3145890
17,depolarize,0.165,6,8,50000,3566,62729.450743480586,GPA-2-21,3145864
17,depolarize,0.175,6,7,50000,5549,63447.052292888984,GPA-2-21,3145845
17,depolarize,0.165,6,7,50000,3549,63603.294223140925,GPA-2-21,3145843
17,depolarize,0.185,6,7,50000,7650,63803.54708380904,GPA-2-21,3145840
17,depolarize,0.19,6,7,50000,8983,64169.56875793543,GPA-2-21,3145851
17,depolarize,0.195,6,7,50000,9986,64369.192659316584,GPA-2-21,3145847
17,depolarize,0.18,6,8,50000,6498,63749.94209333137,GPA-2-21,3145859
17,depolarize,0.2,6,7,50000,11333,64494.96907604765,GPA-2-21,3145844
17,depolarize,0.16,6,9,50000,2808,64170.81866892055,GPA-2-21,3145862
17,depolarize,0.195,6,8,50000,10097,64209.832067764364,GPA-2-21,3145870
17,depolarize,0.16,6,8,50000,2794,64858.81785205472,GPA-2-21,3145848
17,depolarize,0.185,6,8,50000,7729,64249.850982186384,GPA-2-21,3145849
17,depolarize,0.17,6,7,50000,4335,65213.1214847723,GPA-2-21,3145846
17,depolarize,0.17,6,9,50000,4410,63949.7089464739,GPA-2-21,3145854
17,depolarize,0.175,6,9,50000,5387,63970.567954774946,GPA-2-21,3145866
17,depolarize,0.19,6,9,50000,8827,64019.630042226054,GPA-2-21,3145856
17,depolarize,0.2,6,8,50000,11548,65457.409269268624,GPA-2-21,3145858
17,depolarize,0.18,6,9,50000,6562,64572.60430595465,GPA-2-21,3145872
17,depolarize,0.2,6,9,50000,11543,64647.61942506395,GPA-2-21,3145865
17,depolarize,0.185,6,9,50000,7639,65089.64760521799,GPA-2-21,3145882
17,depolarize,0.16,6,10,50000,2782,65820.31238430366,GPA-2-21,3145879
17,depolarize,0.175,6,10,50000,5451,63439.39242183324,GPA-2-21,3145867
17,depolarize,0.18,6,10,50000,6537,64148.72933528386,GPA-2-21,3145877
17,depolarize,0.165,6,11,50000,3583,60202.06881050579,GPA-2-21,3145891
17,depolarize,0.185,6,10,50000,7735,64327.43565942254,GPA-2-21,3145873
17,depolarize,0.19,6,10,50000,8925,64453.7239623107,GPA-2-21,3145875
17,depolarize,0.2,6,10,50000,11312,64464.552873051725,GPA-2-21,3145892
17,depolarize,0.195,6,10,50000,10141,64812.805725455284,GPA-2-21,3145868
17,depolarize,0.16,6,11,50000,2724,64820.372170260176,GPA-2-21,3145883
17,depolarize,0.19,6,11,50000,8870,63755.7259011697,GPA-2-21,3145880
17,depolarize,0.18,6,11,50000,6412,63884.95681023784,GPA-2-21,3145881
17,depolarize,0.17,6,11,50000,4269,64040.08960990794,GPA-2-21,3145852
17,depolarize,0.195,6,11,50000,10264,64163.77441611327,GPA-2-21,3145893
17,depolarize,0.185,6,11,50000,7479,64264.96154360287,GPA-2-21,3145894
17,depolarize,0.175,6,11,50000,5268,64574.27917748969,GPA-2-21,3145884
17,depolarize,0.2,6,11,50000,11454,64874.80623099487,GPA-2-21,3145869
17,depolarize,0.16,6,12,50000,2776,65919.38438194059,GPA-2-21,3145878
17,depolarize,0.17,6,12,50000,4399,59128.703653845005,GPA-2-21,3145901
17,depolarize,0.165,6,12,50000,3554,63954.348580101505,GPA-2-21,3145876
17,depolarize,0.175,6,12,50000,5385,63719.587161025964,GPA-2-21,3145887
17,depolarize,0.18,6,12,50000,6535,63704.12156784348,GPA-2-21,3145902
17,depolarize,0.19,6,12,50000,8899,63729.043626346625,GPA-2-21,3145885
17,depolarize,0.185,6,12,50000,7761,64592.497029071674,GPA-2-21,3145903
17,depolarize,0.16,6,13,50000,2864,64557.23117644619,GPA-2-21,3145886
17,depolarize,0.2,6,12,50000,11328,64832.757753782906,GPA-2-21,3145889
17,depolarize,0.195,6,12,50000,10161,64901.80601998791,GPA-2-21,3145888
