d,noise_model,noise,chi,chunk_id,shots,fails,seconds,host,pid
17,bit-flip,0.115,6,5,16000,3237,19437.33343880903,GPA-2-7,90835
17,bit-flip,0.105,6,5,16000,2190,19449.50788024906,GPA-2-7,90850
17,bit-flip,0.09,6,5,16000,837,19456.08690928202,GPA-2-7,90829
17,bit-flip,0.085,6,5,16000,586,21040.95542850904,GPA-2-7,90837
17,bit-flip,0.08,6,6,32000,769,37962.766954420134,GPA-2-7,90853
17,bit-flip,0.11,6,6,32000,5189,38434.44996053493,GPA-2-7,90854
17,bit-flip,0.105,6,6,32000,4263,38503.097143548075,GPA-2-7,90846
17,bit-flip,0.115,6,6,32000,6328,38568.624530072324,GPA-2-7,90858
17,bit-flip,0.1,6,6,32000,3226,38860.04128594417,GPA-2-7,90855
17,bit-flip,0.085,6,6,32000,1251,38978.95843345998,GPA-2-7,90856
17,bit-flip,0.09,6,6,32000,1758,40215.864918848965,GPA-2-7,90860
17,bit-flip,0.095,6,6,32000,2448,41873.348802451976,GPA-2-7,90848
17,bit-flip,0.12,6,6,32000,7457,42024.22154401289,GPA-2-7,90857
17,bit-flip,0.115,6,7,50000,9947,56384.95507533522,GPA-2-7,90808
17,bit-flip,0.12,6,7,50000,11689,56592.376600668766,GPA-2-7,90795
17,bit-flip,0.08,6,8,50000,1251,56673.06830050703,GPA-2-7,90802
17,bit-flip,0.115,6,8,50000,9964,56203.570736627094,GPA-2-7,90814
17,bit-flip,0.08,6,9,50000,1240,56676.31919999607,GPA-2-7,90818
17,bit-flip,0.12,6,8,50000,11643,56690.92700683512,GPA-2-7,90801
17,bit-flip,0.115,6,9,50000,10052,55907.97664021794,GPA-2-7,90821
17,bit-flip,0.12,6,9,50000,11745,56320.62320960825,GPA-2-7,90800
17,bit-flip,0.095,6,7,50000,3770,58686.037928909995,GPA-2-7,90809
17,bit-flip,0.105,6,7,50000,6500,59166.62376385927,GPA-2-7,90799
17,bit-flip,0.09,6,8,50000,2750,58844.138218996115,GPA-2-7,90798
17,bit-flip,0.09,6,7,50000,2745,59446.170676288195,GPA-2-7,90806
17,bit-flip,0.095,6,8,50000,3816,59240.01688969089,GPA-2-7,90813
17,bit-flip,0.1,6,7,50000,5042,60570.30737305386,GPA-2-7,90804
17,bit-flip,0.08,6,7,50000,1263,61481.14484738791,GPA-2-7,90859
17,bit-flip,0.11,6,7,50000,8356,60950.9022744582,GPA-2-7,90807
17,bit-flip,0.11,6,8,50000,8203,60391.563418815844,GPA-2-7,90817
17,bit-flip,0.085,6,9,50000,1900,59405.910467128735,GPA-2-7,90810
17,bit-flip,0.105,6,8,50000,6605,60759.114533415064,GPA-2-7,90816
17,bit-flip,0.095,6,9,50000,3839,59623.00297003193,GPA-2-7,90826
17,bit-flip,0.1,6,9,50000,5150,59831.32475693105,GPA-2-7,90822
17,bit-flip,0.085,6,7,50000,1914,61852.41395029891,GPA-2-7,90803
17,bit-flip,0.105,6,9,50000,6620,60656.31420393288,GPA-2-7,90812
17,bit-flip,0.11,6,9,50000,8185,61149.92339744279,GPA-2-7,90824
17,bit-flip,0.095,6,10,50000,3899,59260.324677241966,GPA-2-7,90831
17,bit-flip,0.11,6,10,50000,8367,59356.86110888235,GPA-2-7,90833
17,bit-flip,0.085,6,8,50000,1875,62968.90525813494,GPA-2-7,90805
17,bit-flip,0.09,6,9,50000,2769,61871.899106842,GPA-2-7,90825
17,bit-flip,0.105,6,10,50000,6611,59736.121012227144,GPA-2-7,90839
17,bit-flip,0.1,6,10,50000,5106,59856.322411502246,GPA-2-7,90842
17,bit-flip,0.09,6,10,50000,2664,59984.69974344876,GPA-2-7,90815
17,bit-flip,0.085,6,10,50000,1861,60145.97981695412,GPA-2-7,90819
17,bit-flip,0.1,6,11,50000,5093,55355.8914504773,GPA-2-7,90843
17,bit-flip,0.115,6,10,50000,9932,60488.24401631579,GPA-2-7,90832
17,bit-flip,0.105,6,11,50000,6560,55625.67666475708,GPA-2-7,90845
17,bit-flip,0.11,6,11,50000,8067,56323.4695086549,GPA-2-7,90840
17,bit-flip,0.1,6,8,50000,4889,65541.09557312913,GPA-2-7,90811
17,bit-flip,0.08,6,10,50000,1177,65456.31722783204,GPA-2-7,90841
17,bit-flip,0.09,6,11,50000,2742,60248.59890380269,GPA-2-7,90838
17,bit-flip,0.095,6,11,50000,3820,60142.99289003713,GPA-2-7,90834
17,bit-flip,0.085,6,11,50000,1887,61067.54743625503,GPA-2-7,90827
17,bit-flip,0.12,6,10,50000,11569,65649.68776151072,GPA-2-7,90820
17,bit-flip,0.08,6,11,50000,1271,66652.86174802622,GPA-2-7,90836
17,bit-flip,0.09,6,12,50000,2799,54909.27965519065,GPA-2-7,90851
17,bit-flip,0.115,6,11,50000,10030,64541.32558884006,GPA-2-7,90830
17,bit-flip,0.08,6,12,50000,1208,64772.99230299238,GPA-2-7,90823
17,bit-flip,0.12,6,11,50000,11594,65132.158936807886,GPA-2-7,90847
17,bit-flip,0.085,6,12,50000,1842,60143.62151678419,GPA-2-7,90844
17,bit-flip,0.1,6,12,50000,5168,60011.546278434806,GPA-2-7,90849
17,bit-flip,0.095,6,12,50000,3830,60104.10607734788,GPA-2-7,90828
17,bit-flip,0.11,6,12,50000,8267,60283.13505140599,GPA-2-7,90835
17,bit-flip,0.105,6,12,50000,6613,60372.89514889801,GPA-2-7,90852
17,bit-flip,0.12,6,12,50000,11568,60564.92034597695,GPA-2-7,90829
17,bit-flip,0.115,6,12,50000,9983,60665.41594359884,GPA-2-7,90850
